ID,Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Children,Living_With,cluster,PCA1,PCA2,PCA3
2004,Graduate,72679.0,65,1,4,7,5,1,0,0,57,284,1168,1,Alone,3,1.9602,1.7596,-1.5625
4769,Postgraduate,57954.0,52,7,8,2,6,7,0,0,49,11,493,2,Partner,0,-0.5563,-1.4354,2.3791
4437,Graduate,65316.0,65,2,3,2,5,4,0,0,64,431,260,2,Partner,0,-0.4919,-1.1045,-0.8293
8724,Graduate,28567.0,57,2,2,0,3,6,0,0,44,377,46,1,Alone,2,-1.9903,2.0329,-1.4013
10741,Postgraduate,47352.0,70,4,6,1,5,7,0,0,75,444,319,1,Partner,0,-0.5946,-1.322,2.061
1991,Graduate,44931.0,0,1,2,1,3,5,0,0,59,162,96,1,Partner,0,-1.3091,-0.8505,-1.5289
6931,Graduate,76982.0,19,1,8,3,4,4,0,1,59,134,1062,0,Alone,3,1.9914,2.3878,-1.0098
11096,Undergraduate,57247.0,50,2,2,1,7,2,0,0,74,325,232,1,Partner,0,-0.2646,-1.3152,-0.4399
304,Postgraduate,22944.0,67,3,3,0,3,7,0,0,45,188,76,1,Alone,2,-2.085,1.8446,1.143
3665,Undergraduate,25315.0,46,3,3,0,3,8,0,0,49,234,54,1,Partner,0,-2.6035,-0.9757,-0.1694
10591,Graduate,43638.0,37,2,4,1,4,7,0,0,57,692,201,1,Alone,2,-1.0933,1.9864,-0.6061
5036,Postgraduate,42710.0,38,2,4,5,3,6,0,0,42,578,406,1,Alone,2,-0.4338,1.8521,1.2171
5547,Postgraduate,84169.0,9,1,7,6,6,3,0,1,44,326,1919,0,Partner,1,3.3648,-0.6328,0.8639
7822,Graduate,54058.0,56,2,4,6,8,3,0,0,50,390,662,1,Partner,0,0.9644,-1.0885,-1.4426
8541,Undergraduate,24683.0,98,2,2,0,4,5,0,0,36,113,41,1,Partner,0,-2.3047,-1.0646,-1.2022
10955,Graduate,85620.0,68,1,3,6,4,1,0,1,62,173,1600,0,Alone,3,2.9288,2.2675,-1.7197
4368,Graduate,47850.0,72,1,3,0,4,6,0,0,46,208,134,1,Partner,0,-1.3866,-0.8959,-1.7277
9671,Graduate,19514.0,47,4,3,1,2,8,0,1,58,154,69,2,Partner,0,-2.406,-0.4435,-0.1864
2256,Postgraduate,27159.0,33,2,1,0,3,6,0,0,53,92,21,2,Partner,0,-2.4871,-1.0946,0.9794
4279,Undergraduate,39548.0,87,2,1,1,3,3,0,0,63,90,54,2,Alone,2,-1.8513,1.626,-0.3996
5371,Graduate,21474.0,0,2,3,1,2,7,0,1,37,82,91,1,Alone,2,-1.8605,2.6709,-1.0934
9240,Postgraduate,60504.0,73,2,6,2,8,6,0,0,55,142,526,1,Alone,2,0.3908,1.523,1.2216
9460,Graduate,22419.0,74,1,3,2,2,8,0,0,63,437,162,0,Partner,0,-1.555,-0.7962,-1.4877
9504,Postgraduate,81698.0,4,1,3,8,13,1,0,1,77,235,1008,0,Partner,1,3.846,-0.9125,0.9792
8692,Graduate,43462.0,50,6,4,1,5,8,0,0,74,655,240,2,Partner,0,-1.5534,-1.1166,0.6799
448,Postgraduate,54880.0,57,2,6,2,11,5,0,0,48,485,795,1,Alone,3,0.9759,1.6407,1.5155
8314,Graduate,79908.0,30,1,5,6,7,2,0,0,44,450,1772,0,Partner,1,2.8033,-1.0103,-1.9623
8420,Undergraduate,15315.0,27,2,2,0,4,5,0,0,56,330,64,0,Partner,0,-1.9003,-0.9453,-0.8211
3174,Graduate,87771.0,61,1,5,10,4,6,0,1,67,403,1957,1,Partner,1,2.9468,-0.5522,-0.5532
7685,Graduate,33039.0,4,1,2,0,4,5,0,0,48,293,78,1,Partner,0,-1.6641,-0.8175,-1.6984
3179,Graduate,81741.0,75,0,6,6,7,2,0,0,46,378,1572,0,Alone,3,2.9276,1.8361,-1.9413
9780,Postgraduate,71499.0,12,2,8,3,13,4,0,0,55,369,795,1,Partner,1,1.9439,-1.4056,1.438
10681,Undergraduate,62466.0,13,5,6,3,12,4,0,0,56,165,889,1,Partner,1,1.0303,-1.4271,0.3086
10232,Postgraduate,48799.0,9,3,3,2,7,3,0,0,63,236,331,1,Alone,2,0.0522,1.5731,1.2289
4184,Postgraduate,52157.0,48,2,3,2,5,4,0,0,76,22,265,1,Partner,0,-0.2746,-1.3127,0.9936
9120,Graduate,66565.0,80,4,4,2,9,8,0,0,64,571,1065,1,Alone,2,0.5659,1.7232,-0.0678
891,Postgraduate,29298.0,60,1,1,0,2,5,0,0,75,295,11,2,Partner,0,-2.1765,-1.1432,1.2423
10381,Graduate,47691.0,43,1,1,0,2,6,0,0,47,359,21,1,Alone,2,-1.7828,2.035,-1.6301
3525,Graduate,38200.0,19,1,1,0,2,7,0,0,56,569,17,2,Partner,0,-2.456,-0.7834,-0.8944
6818,Graduate,44989.0,26,5,5,1,5,6,0,0,52,655,369,1,Partner,0,-0.8285,-0.9417,-0.2643
3526,Postgraduate,38443.0,58,2,1,0,3,7,0,0,58,153,38,2,Partner,0,-2.3318,-1.1461,1.1485
8181,Undergraduate,38593.0,42,3,4,1,3,8,0,0,48,289,177,1,Alone,2,-1.9179,1.8301,0.0559
1029,Postgraduate,64413.0,27,1,5,1,5,5,0,0,56,332,279,1,Partner,0,-0.1663,-1.1264,1.0346
7369,Postgraduate,36959.0,56,2,2,0,3,8,0,0,45,270,62,1,Partner,0,-2.1011,-1.024,0.7913
2574,Postgraduate,61996.0,27,3,6,4,8,5,0,1,49,514,1230,1,Partner,1,1.6203,-0.6594,1.9359
8159,Graduate,51287.0,10,3,4,1,3,7,0,0,58,89,182,2,Partner,0,-1.6626,-1.0357,-0.6919
1160,Graduate,13260.0,48,4,3,0,3,8,0,0,56,310,49,2,Partner,0,-2.9047,-0.8916,-0.3344
10242,Postgraduate,47472.0,39,2,2,0,4,5,0,0,60,286,75,2,Partner,0,-1.6074,-1.2359,1.164
5253,Postgraduate,54603.0,85,6,4,2,4,7,0,0,70,355,227,2,Partner,0,-1.1783,-1.3855,2.4572
5966,Postgraduate,45207.0,64,5,3,1,6,6,0,0,52,596,215,2,Partner,0,-1.3226,-1.2417,2.0432
5314,Graduate,40689.0,69,7,7,1,5,8,0,0,75,468,444,1,Partner,0,-0.843,-1.1356,0.6433
5081,Undergraduate,47821.0,54,1,1,0,3,8,0,0,59,252,47,2,Partner,0,-2.5713,-1.0739,-0.1917
5123,Postgraduate,27450.0,57,1,2,1,3,7,0,0,75,440,143,0,Partner,0,-1.2687,-1.0126,0.9322
5756,Graduate,39453.0,64,2,2,0,3,6,0,0,43,87,55,1,Partner,0,-1.9114,-0.8872,-1.8082
8036,Undergraduate,26850.0,10,4,2,1,4,4,0,0,55,72,63,2,Partner,0,-2.2596,-1.192,-0.0885
9058,Graduate,79800.0,65,1,5,11,5,3,0,1,71,644,1867,0,Alone,3,3.9121,2.3071,-0.7716
5057,Postgraduate,61794.0,74,2,4,4,10,2,0,0,65,288,611,1,Partner,1,1.3586,-1.4126,0.9486
254,Graduate,53863.0,4,3,7,1,7,7,0,0,71,43,473,1,Partner,0,-0.1537,-1.0728,-0.37
4179,Graduate,24221.0,94,1,1,1,3,4,0,0,67,313,55,0,Partner,0,-1.2586,-0.8691,-1.9706
3710,Postgraduate,39684.0,41,2,2,1,2,7,1,1,42,625,81,1,Alone,2,-1.578,2.5484,1.185
7627,Postgraduate,92163.0,25,0,5,11,5,2,0,1,51,564,2086,0,Partner,1,4.3059,-0.649,0.686
4501,Postgraduate,69882.0,94,1,3,7,9,1,0,0,61,231,1478,0,Alone,3,2.9698,1.4999,0.2882
6424,Graduate,33178.0,9,1,1,0,3,4,0,0,49,150,49,1,Partner,0,-1.7759,-0.8313,-1.9783
3075,Postgraduate,59973.0,47,1,3,4,7,1,0,0,54,291,382,0,Partner,1,1.1622,-1.1793,0.0899
4992,Postgraduate,17459.0,12,3,3,1,2,7,0,1,51,283,69,1,Partner,0,-1.8526,-0.4324,1.5691
5252,Graduate,23910.0,80,1,2,0,3,7,0,0,57,611,67,1,Alone,2,-2.0156,2.0726,-1.0489
7444,Postgraduate,42169.0,20,2,1,0,3,8,0,0,57,253,30,2,Partner,0,-2.3948,-1.1047,1.3247
6919,Undergraduate,26224.0,39,3,2,1,3,6,0,0,48,390,63,1,Partner,0,-2.2512,-0.9869,-0.3438
3537,Graduate,31089.0,57,3,3,0,4,8,0,0,45,681,79,1,Partner,0,-2.0289,-0.765,-0.7628
10277,Graduate,30081.0,27,1,1,0,3,7,0,0,65,493,42,1,Alone,2,-1.9709,2.0348,-1.0396
2453,Graduate,62807.0,83,3,5,3,12,5,0,0,66,667,819,1,Partner,1,1.2816,-1.1632,-0.3552
7972,Graduate,72906.0,79,1,3,4,9,1,0,0,71,285,1151,0,Alone,3,2.3731,1.6682,-1.7337
895,Postgraduate,61467.0,69,3,5,2,10,5,0,0,78,567,594,2,Partner,1,0.5077,-1.4198,2.3582
1177,Postgraduate,49618.0,77,4,3,1,3,7,0,0,60,519,129,2,Partner,0,-1.6843,-1.1834,2.019
7141,Postgraduate,21888.0,15,4,5,1,2,10,0,1,40,547,213,1,Alone,2,-1.8544,2.4977,2.3302
7232,Graduate,42429.0,99,2,1,1,3,5,0,0,53,138,67,1,Alone,2,-1.4831,1.8817,-1.6624
8477,Graduate,26150.0,61,1,1,0,3,7,0,0,70,475,28,3,Alone,2,-2.7649,1.8619,-0.3539
2457,Undergraduate,30801.0,23,2,1,0,3,7,0,0,51,611,45,1,Partner,0,-2.4409,-0.8602,-0.1705
988,Graduate,81168.0,84,1,6,4,7,3,0,0,61,53,1193,0,Partner,1,2.1597,-1.1343,-1.8279
7930,Postgraduate,26877.0,74,2,3,1,6,6,0,0,57,314,268,0,Alone,2,-0.7249,1.7616,0.8143
4587,Postgraduate,45006.0,90,1,3,1,7,3,0,0,82,346,266,0,Alone,2,0.4134,1.6008,0.9049
6682,Undergraduate,18978.0,41,1,1,0,3,8,0,0,53,565,37,1,Partner,0,-2.7854,-0.8678,-0.3691
6222,Graduate,22574.0,28,2,2,0,3,7,0,0,59,244,37,3,Partner,0,-2.9873,-0.9761,-0.5715
10299,Postgraduate,48240.0,73,3,6,3,13,5,0,1,57,597,882,0,Alone,3,2.0511,2.0978,1.8823
3083,Graduate,45837.0,88,5,6,2,5,7,0,0,52,338,373,2,Partner,0,-1.1287,-1.1083,-0.1178
8953,Postgraduate,35791.0,94,2,1,0,3,8,0,0,61,419,35,3,Alone,2,-2.7395,1.6295,1.866
1503,Postgraduate,162397.0,31,0,0,0,1,1,0,0,50,391,107,2,Partner,1,0.7573,-1.2566,0.312
8650,Graduate,54162.0,31,1,1,0,3,4,0,0,48,468,42,2,Alone,2,-1.5923,1.9504,-1.2983
10862,Postgraduate,30522.0,6,5,1,2,9,2,0,0,66,681,326,1,Partner,0,-0.2099,-1.2623,1.6461
2782,Postgraduate,54456.0,23,3,6,1,7,6,0,0,65,353,404,1,Partner,0,-0.0742,-1.228,1.7756
6941,Graduate,31632.0,92,1,2,1,2,7,0,0,55,350,95,0,Alone,2,-1.5067,2.0699,-1.7022
10972,Graduate,72298.0,52,1,4,3,6,1,0,0,77,111,939,0,Alone,3,1.8295,1.6671,-1.7397
10708,Undergraduate,36975.0,50,1,1,0,3,7,0,0,48,183,33,1,Alone,2,-2.3121,1.8565,-0.7764
6583,Undergraduate,72635.0,54,1,6,8,6,3,0,0,71,391,981,0,Partner,1,2.1297,-1.259,-0.5072
3641,Graduate,13624.0,93,2,2,0,3,6,0,0,50,525,36,1,Partner,0,-2.3083,-0.7995,-1.3388
10156,Graduate,84196.0,56,1,8,4,7,3,0,0,51,391,1237,1,Alone,3,2.1338,1.6996,-1.1494
4299,Graduate,70971.0,28,7,11,11,5,7,0,1,66,646,1825,1,Partner,1,3.0461,-0.6542,1.3477
3469,Postgraduate,34487.0,94,3,3,0,3,9,0,0,49,661,103,2,Alone,2,-2.363,1.8053,2.0276
5063,Graduate,28769.0,76,3,4,1,4,9,0,0,49,558,191,1,Alone,2,-1.7879,2.0298,-0.515
10727,Postgraduate,69084.0,43,2,7,3,13,8,0,0,56,222,1586,1,Partner,1,1.8268,-1.4125,1.5498
9624,Postgraduate,65488.0,46,1,3,4,6,1,0,0,68,16,963,0,Partner,1,1.6499,-1.3383,0.024
5156,Undergraduate,62466.0,13,5,6,3,12,4,0,0,56,165,889,1,Partner,1,1.0389,-1.3849,0.3888
4376,Undergraduate,32218.0,27,1,2,1,3,7,0,1,66,134,93,0,Alone,2,-1.2458,2.4554,-0.207
8923,Graduate,83917.0,12,1,6,7,7,3,0,1,53,437,1587,0,Alone,3,3.3691,2.3732,-1.0597
8461,Graduate,46102.0,3,1,1,0,2,7,0,0,64,111,16,3,Alone,2,-2.6002,1.8596,-0.6725
6945,Graduate,84574.0,72,1,9,11,11,5,0,0,74,390,1375,0,Alone,3,4.0785,1.5882,-0.7122
944,Graduate,56181.0,6,1,4,2,7,4,0,0,64,537,393,1,Partner,0,0.1823,-0.9346,-0.9621
1907,Postgraduate,63120.0,53,5,8,4,9,7,0,1,76,639,1477,1,Alone,3,2.1388,2.0354,3.4053
701,Graduate,73691.0,58,2,6,2,8,2,0,0,55,235,1179,1,Partner,1,1.5454,-1.1428,-1.2867
3856,Graduate,63381.0,78,4,4,5,13,2,0,0,66,632,1005,1,Partner,1,2.0931,-1.2653,-0.5347
4149,Postgraduate,76140.0,57,1,5,9,6,2,0,0,78,47,1348,0,Partner,1,3.0105,-1.4032,0.5398
2131,Postgraduate,62859.0,37,4,9,4,6,6,0,0,67,546,1307,1,Alone,3,1.4813,1.5717,2.5464
2942,Graduate,45906.0,20,2,5,4,4,5,0,0,62,418,486,1,Alone,2,-0.0405,1.9249,-0.6986
1173,Postgraduate,77632.0,73,1,4,2,6,2,0,1,79,476,2252,0,Partner,1,3.0856,-0.7349,1.2818
4381,Postgraduate,46463.0,56,7,3,1,6,6,0,0,55,315,235,2,Partner,0,-1.3734,-1.3354,2.2676
4611,Graduate,105471.0,36,0,9,8,13,3,0,1,56,524,1724,0,Partner,1,5.0206,-0.6392,-0.9202
3376,Postgraduate,55282.0,9,1,3,1,6,4,0,0,56,198,235,1,Alone,2,-0.2648,1.7208,0.8679
4679,Postgraduate,78710.0,42,3,7,6,12,4,0,0,49,37,1092,1,Partner,1,2.3834,-1.4663,1.1447
10928,Graduate,66886.0,28,2,7,1,7,5,0,0,68,286,599,1,Partner,0,0.511,-1.1549,-0.7762
4248,Postgraduate,98777.0,23,0,4,6,9,1,0,0,66,132,2008,0,Alone,3,3.9667,1.4951,0.3642
6728,Graduate,29103.0,38,2,1,0,3,9,0,0,41,671,48,1,Partner,0,-2.5452,-0.6739,-1.1243
6661,Graduate,67445.0,63,5,9,6,12,6,0,0,52,686,1174,1,Partner,1,2.1313,-1.2179,0.144
4725,Postgraduate,50616.0,71,1,1,1,4,2,0,0,76,77,67,1,Partner,0,-0.591,-1.288,0.4495
3277,Graduate,49431.0,9,2,7,1,5,8,0,0,71,695,365,1,Alone,2,-0.4516,1.9682,0.1682
5555,Graduate,153924.0,81,0,0,0,0,0,0,0,51,142,6,0,Alone,3,1.2464,1.8206,-2.8695
2564,Graduate,61278.0,87,2,3,1,4,6,0,0,73,176,165,1,Partner,0,-0.7662,-1.0692,-1.0637
946,Undergraduate,26490.0,92,2,3,1,5,6,0,0,68,645,210,0,Partner,0,-1.1808,-0.9883,-0.1609
3867,Postgraduate,73059.0,36,1,9,3,13,4,0,0,79,302,1095,1,Partner,1,2.5281,-1.4909,1.7723
6940,Postgraduate,46734.0,86,4,3,2,3,6,0,0,60,251,223,3,Alone,2,-1.7333,1.4934,2.0977
55,Graduate,56253.0,83,4,7,2,9,6,0,0,63,569,597,1,Partner,0,0.4867,-1.1079,-0.0957
7093,Graduate,19986.0,74,1,0,0,3,7,0,0,41,227,22,1,Partner,0,-2.6212,-0.777,-2.0226
5084,Graduate,58330.0,87,1,6,4,13,4,0,0,51,186,1064,1,Alone,3,1.8108,1.6513,-1.2795
1777,Undergraduate,25965.0,29,1,2,0,3,8,0,0,46,660,74,0,Partner,0,-2.179,-0.7281,-0.57
8162,Postgraduate,14661.0,88,1,1,0,3,6,0,0,70,544,26,0,Partner,0,-1.7448,-1.0018,0.6496
10826,Graduate,18690.0,77,1,1,1,2,8,0,0,67,548,60,0,Partner,0,-1.9927,-0.7701,-1.499
8754,Postgraduate,45068.0,25,1,1,0,2,7,0,0,52,409,20,1,Partner,0,-1.9319,-0.983,0.7185
1987,Undergraduate,21063.0,34,2,2,0,3,6,0,0,39,277,59,1,Alone,2,-2.4584,1.9751,-0.5384
11007,Postgraduate,29187.0,43,1,1,0,3,8,0,0,58,416,34,1,Partner,0,-2.2155,-1.0151,0.871
7426,Undergraduate,54690.0,76,3,3,1,5,3,0,0,55,234,198,2,Partner,0,-1.183,-1.3003,-0.2401
9153,Postgraduate,59304.0,81,3,7,8,10,5,0,0,62,335,1048,1,Partner,1,2.0262,-1.4642,1.5391
10379,Postgraduate,59247.0,87,5,5,2,9,6,0,0,64,233,574,2,Alone,2,0.0316,1.3379,2.2433
9204,Graduate,66731.0,33,4,4,3,6,3,0,0,56,655,1029,1,Alone,2,0.964,1.7913,-0.5535
3197,Graduate,77353.0,38,2,6,4,8,4,0,0,46,195,670,1,Partner,0,1.1617,-1.0927,-1.3262
2920,Postgraduate,52614.0,63,2,2,4,8,8,0,0,51,575,990,1,Alone,2,0.2475,1.7493,1.5002
6961,Graduate,26751.0,26,1,1,0,2,8,0,0,52,38,11,2,Partner,0,-2.9602,-0.8638,-1.4025
4673,Postgraduate,81300.0,17,3,10,3,5,5,0,1,63,607,1241,1,Partner,1,2.056,-0.7263,2.5303
9937,Graduate,70337.0,75,1,2,2,12,1,0,0,47,178,576,0,Alone,3,1.6373,1.7188,-2.3298
8779,Undergraduate,36145.0,13,4,4,1,3,9,0,1,41,378,172,1,Partner,0,-1.9195,-0.4163,0.532
9596,Postgraduate,65295.0,19,1,3,3,13,2,0,0,46,188,664,0,Alone,2,1.8931,1.5826,0.198
2891,Graduate,68118.0,51,2,8,9,4,6,0,0,63,254,928,1,Alone,3,1.5773,1.7646,-0.5564
4910,Graduate,68743.0,81,1,11,5,13,7,0,0,59,668,2074,0,Alone,3,3.5264,1.7372,-0.3513
75,Undergraduate,41039.0,32,1,8,1,5,8,0,0,44,339,467,0,Partner,0,-0.6912,-0.9076,-0.3506
10120,Graduate,38946.0,84,2,3,1,6,5,0,0,71,248,257,1,Partner,0,-0.7984,-1.1109,-1.1987
6327,Graduate,65777.0,87,1,2,8,6,1,0,0,59,192,1146,0,Partner,1,2.136,-1.108,-2.3499
10142,Postgraduate,66476.0,99,2,5,2,11,4,0,0,50,479,689,1,Alone,3,1.1686,1.488,1.1572
9826,Postgraduate,86857.0,96,1,5,6,10,2,0,1,54,655,2114,0,Alone,3,4.1911,2.0576,1.105
1501,Postgraduate,160803.0,21,15,0,28,1,0,0,0,44,694,1717,0,Partner,1,6.2194,-1.574,2.467
10767,Postgraduate,77845.0,40,1,3,5,12,1,0,0,37,44,1346,0,Partner,1,2.7631,-1.3453,-0.4181
7279,Postgraduate,69476.0,3,1,4,6,4,2,0,0,57,272,1044,0,Partner,1,1.7619,-1.163,0.2829
7230,Postgraduate,50611.0,98,6,4,5,7,6,0,1,66,633,493,1,Alone,3,0.6759,2.0562,2.7609
143,Graduate,61209.0,73,1,5,3,4,2,0,0,56,308,957,0,Alone,3,1.2302,1.91,-1.7284
450,Postgraduate,42315.0,90,3,1,4,4,3,0,0,68,352,270,1,Partner,0,-0.4016,-1.2269,1.0077
9316,Undergraduate,13084.0,29,1,1,0,3,6,0,0,74,239,29,0,Partner,0,-2.1553,-0.9743,-0.769
6379,Postgraduate,47570.0,3,3,2,2,2,7,0,1,77,396,121,2,Alone,2,-1.2111,2.2264,2.5837
9239,Postgraduate,61923.0,94,1,2,1,4,3,0,0,65,338,126,2,Partner,0,-0.7796,-1.3375,0.8482
8315,Graduate,34824.0,65,1,1,0,2,6,0,0,31,95,23,0,Alone,2,-1.8446,2.1347,-2.5016
2868,Postgraduate,26518.0,33,3,2,0,3,8,0,1,77,447,57,2,Alone,2,-1.9702,2.2808,2.721
10888,Graduate,45938.0,46,2,8,4,6,6,0,0,65,238,636,0,Alone,2,0.8149,1.8045,-0.9285
1277,Graduate,78468.0,29,1,10,7,10,4,0,0,66,81,1004,0,Partner,1,3.032,-1.182,-1.1614
9977,Graduate,78901.0,99,3,9,3,5,4,0,0,53,285,734,1,Alone,3,1.1729,1.642,-0.8036
10196,Graduate,71427.0,26,2,8,2,8,4,0,0,48,109,614,2,Partner,0,0.5348,-1.2229,-0.9574
6384,Graduate,71022.0,30,3,5,2,11,8,0,0,48,138,1453,1,Alone,3,1.1037,1.7461,-0.6557
8029,Postgraduate,90247.0,27,1,3,4,7,1,0,1,38,61,1621,0,Alone,3,2.9696,2.1677,0.1572
968,Postgraduate,41335.0,24,3,4,1,4,7,0,0,58,185,187,1,Alone,2,-1.1714,1.7618,1.5655
6988,Graduate,71952.0,93,2,8,4,8,4,0,0,40,535,1443,1,Partner,1,1.8329,-1.113,-1.144
4472,Postgraduate,35682.0,34,1,1,1,3,2,0,0,56,2,57,1,Alone,2,-1.1009,1.7307,0.2364
6991,Graduate,43185.0,88,2,9,3,6,8,0,0,75,445,637,1,Alone,2,0.2002,1.751,-0.0111
3336,Postgraduate,66375.0,96,3,2,4,5,7,0,0,78,220,948,1,Partner,1,0.3173,-1.3427,1.503
4301,Postgraduate,35178.0,10,1,1,1,2,7,0,1,55,535,59,1,Partner,0,-1.5515,-0.3593,1.3571
1940,Graduate,25252.0,26,1,1,0,2,8,0,0,40,352,18,1,Partner,0,-2.6482,-0.6474,-1.6141
1272,Postgraduate,55250.0,49,4,7,5,10,5,0,0,61,616,903,1,Alone,3,1.5283,1.5548,2.2984
1388,Graduate,33249.0,11,2,2,1,3,6,0,0,51,494,112,1,Alone,2,-1.6164,2.1156,-0.9685
1044,Graduate,58398.0,44,3,5,4,8,4,0,0,73,411,596,0,Partner,0,1.2282,-1.0617,-0.8399
6969,Graduate,50272.0,75,3,4,1,5,7,0,0,44,326,233,1,Partner,0,-1.1139,-0.9595,-1.1562
10479,Postgraduate,76618.0,64,1,3,2,5,1,0,0,51,569,1511,0,Partner,1,1.8467,-1.19,0.1292
3619,Undergraduate,87305.0,19,1,5,3,8,2,0,1,66,644,1152,0,Alone,3,2.5795,2.2435,0.1777
1715,Graduate,25851.0,45,2,2,0,3,7,0,0,48,503,48,1,Partner,0,-2.2055,-0.7379,-1.1774
10159,Graduate,58710.0,77,6,11,5,9,6,0,0,56,455,1185,1,Alone,2,1.7198,1.5742,0.3978
1463,Graduate,45160.0,9,1,1,0,2,7,0,0,68,92,21,2,Alone,2,-2.2024,1.9557,-0.8498
5114,Postgraduate,74806.0,1,2,5,4,5,4,0,0,61,557,965,1,Partner,1,1.1531,-1.1926,1.4233
4990,Graduate,59111.0,90,1,11,1,8,7,0,0,72,423,869,0,Partner,0,1.2667,-1.0939,-0.6248
4329,Postgraduate,18988.0,43,2,1,0,3,7,0,0,42,37,16,1,Partner,0,-2.5228,-0.9887,0.4344
10936,Graduate,72190.0,79,1,5,6,4,3,0,0,61,501,1947,0,Partner,1,2.4432,-1.0636,-1.7016
4692,Graduate,7500.0,19,5,4,1,2,9,0,1,50,697,71,1,Partner,0,-2.3079,-0.1702,0.2752
7212,Graduate,44794.0,99,1,2,0,3,6,0,0,60,21,65,1,Partner,0,-1.6353,-1.0043,-1.8179
6086,Graduate,80395.0,62,1,6,5,12,2,0,0,71,218,1380,0,Partner,1,3.2385,-1.2676,-1.5201
437,Postgraduate,75012.0,41,1,3,8,11,1,0,0,50,155,1027,0,Alone,3,3.0077,1.5743,0.2079
11171,Postgraduate,56962.0,60,7,6,3,5,7,0,0,61,261,411,3,Partner,0,-1.0484,-1.5265,2.8576
11101,Graduate,89891.0,17,1,11,6,8,4,0,0,35,440,836,0,Partner,1,2.6581,-1.0397,-1.517
5329,Postgraduate,35946.0,24,1,0,0,3,5,0,0,77,275,11,2,Alone,2,-1.927,1.6946,1.3883
610,Postgraduate,53593.0,60,8,7,2,6,8,0,0,73,691,480,2,Partner,0,-0.5966,-1.3719,3.6496
9384,Graduate,66373.0,57,7,4,2,10,3,0,0,48,382,606,2,Partner,0,0.2778,-1.3121,-0.2184
5956,Postgraduate,45072.0,74,5,6,1,4,8,0,0,78,256,284,3,Alone,2,-1.6055,1.4068,3.0943
10430,Graduate,89694.0,22,3,4,3,4,5,0,0,53,263,1472,2,Alone,2,0.8234,1.7039,-0.6409
7875,Graduate,72025.0,46,1,4,8,13,2,0,1,77,61,1677,0,Partner,1,4.0054,-0.7697,-1.2883
7072,Graduate,67432.0,69,2,8,5,4,4,0,0,53,457,1335,1,Partner,1,1.4341,-1.0833,-0.999
6255,Postgraduate,70545.0,29,1,4,1,7,2,0,0,74,26,334,1,Partner,1,0.6234,-1.3809,0.7319
6516,Undergraduate,17487.0,37,1,1,0,2,7,0,0,37,468,18,1,Partner,0,-2.9583,-0.8098,-0.8513
5564,Graduate,62882.0,26,2,7,5,6,4,0,0,57,689,1338,1,Partner,1,1.5526,-1.0143,-0.6571
5682,Postgraduate,64108.0,8,4,6,9,11,5,0,0,73,463,1099,1,Alone,3,2.4951,1.4379,2.3534
7458,Postgraduate,34941.0,26,2,3,0,3,8,0,0,70,480,97,2,Partner,0,-2.1462,-1.1304,1.9052
5237,Postgraduate,48767.0,79,3,2,1,3,5,0,0,76,179,63,3,Alone,2,-1.7585,1.4577,2.027
7761,Undergraduate,38702.0,71,2,3,0,4,6,0,0,48,332,109,1,Partner,0,-1.8686,-1.0608,-0.5512
5278,Graduate,82224.0,83,1,6,9,5,3,0,0,62,155,902,0,Partner,1,2.4526,-1.1434,-1.8387
3560,Graduate,83844.0,57,1,4,4,11,1,0,0,74,413,1574,0,Partner,1,3.2007,-1.1987,-1.5032
7235,Undergraduate,17003.0,37,3,2,0,4,5,0,0,51,202,38,1,Partner,0,-2.3546,-1.0436,-0.5186
10548,Graduate,71163.0,30,1,3,8,12,1,0,0,31,112,960,0,Alone,3,2.7342,1.7632,-2.5325
2281,Graduate,33697.0,34,1,1,0,2,7,0,0,56,287,28,1,Alone,2,-2.1218,2.0973,-1.3015
4073,Undergraduate,63564.0,0,1,10,10,7,6,0,1,72,151,1215,0,Partner,1,2.8293,-0.6937,0.4275
6974,Postgraduate,83443.0,89,1,6,10,5,2,0,0,54,180,1497,0,Partner,1,3.2139,-1.3502,0.1562
7938,Postgraduate,51518.0,92,2,3,2,10,3,0,0,68,269,449,1,Partner,1,0.5329,-1.4109,0.9192
7094,Graduate,58330.0,87,1,6,4,13,4,0,0,51,186,1064,1,Alone,3,1.8077,1.6359,-1.3087
3667,Graduate,80952.0,20,1,8,5,11,8,0,1,57,486,1757,0,Partner,1,3.0925,-0.4665,-0.3764
7723,Graduate,75507.0,56,1,8,6,6,3,0,0,47,58,1440,0,Partner,1,2.4665,-1.1061,-1.9932
3870,Undergraduate,63855.0,28,1,7,3,13,4,0,0,48,505,1006,0,Partner,1,1.8736,-1.1659,-0.4451
4012,Postgraduate,62220.0,55,5,7,6,5,6,0,1,54,687,1226,1,Partner,1,1.521,-0.6905,2.5718
5909,Graduate,58512.0,25,5,3,4,8,8,0,0,62,283,1171,1,Partner,0,0.3593,-1.0978,-0.2823
10470,Postgraduate,40662.0,0,2,2,1,3,4,0,0,47,471,92,1,Partner,0,-1.274,-1.0323,0.7159
